
gluten	2.5422027824340283
modern medicine	2.5422027824340283
heavy metals	2.241172786770047
uterine cancer	2.8432327780980096
fluoride	2.8432327780980096
neu5gc	2.8432327780980096
beef	2.5422027824340283
adequate intake	2.8432327780980096
low-fat	2.8432327780980096
hamburger	2.8432327780980096
pro-oxidant	2.5422027824340283
tea	2.366111523378347
suffer	2.366111523378347
lignan	2.8432327780980096
midazolam	2.8432327780980096
olive oil	2.5422027824340283
killer	2.144262773761991
beet	2.8432327780980096
beet juice	2.8432327780980096
energy	2.5422027824340283
rose hips	2.5422027824340283
atherosclerosis	2.8432327780980096
breast pain	2.8432327780980096
fish oil	2.8432327780980096
milk	2.241172786770047
nanoparticle	2.5422027824340283
ibuprofen	2.8432327780980096
pancake	2.8432327780980096
raw	2.8432327780980096
ray	2.8432327780980096
al	2.8432327780980096
sweetener	2.366111523378347
taking supplements	2.5422027824340283
nightshade	2.5422027824340283
journalist	2.8432327780980096
proxy	2.8432327780980096
cortisol	2.8432327780980096
nitrite	2.8432327780980096
exposure	2.5422027824340283
chronic disease	2.8432327780980096
vegan diet	2.8432327780980096
sodium bicarbonate	2.5422027824340283
wine	2.8432327780980096
treatment	2.366111523378347
flight	2.8432327780980096
amyloidosis	2.8432327780980096
inflammatory bowel diseases	2.241172786770047
sodium intake	2.5422027824340283
balsamic vinegar	2.8432327780980096
amino acids	2.366111523378347
weight gain	2.8432327780980096
gmo	2.5422027824340283
tomato	2.8432327780980096
pork	2.5422027824340283
virus	2.8432327780980096
emphysema	2.8432327780980096
creatinine	2.8432327780980096
salmonella	2.8432327780980096
nitrate-rich vegetables	2.5422027824340283
vegetarian	2.5422027824340283
dietary supplements	2.8432327780980096
maspin	2.8432327780980096
childhood leukemia	2.8432327780980096
dha	2.8432327780980096
allopurinol	2.8432327780980096
tooth	2.8432327780980096
animal protein	2.8432327780980096
seafood	2.5422027824340283
alzheimer	2.8432327780980096
antibiotic residues	2.8432327780980096
tremor	2.8432327780980096
breast cancer survival	2.8432327780980096
nonus	2.8432327780980096
nontoxic	2.5422027824340283
medicine	2.8432327780980096
fenugreek	2.8432327780980096
collard greens	2.8432327780980096
lentil	2.8432327780980096
noni juice	2.8432327780980096
brown rice	2.8432327780980096
leafy vegetables	2.241172786770047
degenerative joint	2.5422027824340283
contaminant	2.241172786770047
throw	2.8432327780980096
anchovy	2.8432327780980096
bologna	2.8432327780980096
junk	2.5422027824340283
short-chain fatty acids	2.241172786770047
meat consumption	2.5422027824340283
maple syrup	2.8432327780980096
skim milk	2.8432327780980096
surgery	2.8432327780980096
chronic inflammatory	2.366111523378347
die	2.241172786770047
cruciferous vegetables	2.0650815277143657
soymilk	2.8432327780980096
do	2.144262773761991
dandelion	2.8432327780980096
acid	2.241172786770047
eye diseases	2.5422027824340283
japanese	2.8432327780980096
bird	2.8432327780980096
acid producing	2.8432327780980096
leaner	2.8432327780980096
signal	2.8432327780980096
allow phytonutrients	2.5422027824340283
smoothie	2.5422027824340283
leucine	2.8432327780980096
caldwell esselstyn	2.8432327780980096
sour fruit	2.5422027824340283
arsenic	2.8432327780980096
graph	2.5422027824340283
mycotoxin	2.5422027824340283
matcha	2.8432327780980096
anxiety	2.8432327780980096
carotenoid phytonutrient	2.5422027824340283
statin	2.5422027824340283
methionine	2.8432327780980096
flexitarian	2.8432327780980096
tofu	2.8432327780980096
child	2.366111523378347
influenza	2.8432327780980096
orange juice	2.8432327780980096
cinnamon	2.8432327780980096
baggage	2.5422027824340283
butyrate	2.366111523378347
hydroponic basil	2.8432327780980096
lactose	2.8432327780980096
pcb	2.8432327780980096
hesperidin	2.8432327780980096
lemon	2.8432327780980096
animal fat	2.5422027824340283
soyfood	2.5422027824340283
oils	2.144262773761991
root	2.144262773761991
plant proteins	2.144262773761991
persistent pollutants	2.366111523378347
dietary contaminants	2.5422027824340283
plant-based diets	2.144262773761991
valium	2.8432327780980096
irritable bowel syndrome	2.8432327780980096
pesticide	2.366111523378347
lymphoma	2.8432327780980096
breast cancer	2.8432327780980096
dental plaque	2.8432327780980096
label	2.5422027824340283
heartburn	2.8432327780980096
rice	2.8432327780980096
stroke	2.8432327780980096
neurological	2.8432327780980096
home	2.8432327780980096
insomnia	2.8432327780980096
acupuncture	2.8432327780980096
brussels sprouts	2.8432327780980096
nettle tea	2.8432327780980096
lemonin	2.8432327780980096
coffee	2.5422027824340283
baby	2.5422027824340283
iron	2.8432327780980096
hypertension	2.8432327780980096
age	2.8432327780980096
skin cancer	2.8432327780980096
cilantro	2.8432327780980096
american	2.8432327780980096
green leafies	2.8432327780980096
soy foods	2.5422027824340283
bit	2.8432327780980096
pill	2.366111523378347
pea	2.5422027824340283
carbohydrate	2.5422027824340283
cured meat	2.5422027824340283
artificial sweeteners	2.366111523378347
odds	2.8432327780980096
periodontal diseases	2.5422027824340283
sea vegetables	2.5422027824340283
previous videos	2.5422027824340283
fiber	2.366111523378347
iron supplements	2.8432327780980096
fruit juice	2.8432327780980096
animal products	2.241172786770047
aggressiveness	2.8432327780980096
practitioner pioneer	2.5422027824340283
sensitive	2.5422027824340283
phip	2.8432327780980096
drink	2.366111523378347
inflammatory bowel disease	2.5422027824340283
tarragon	2.8432327780980096
fresh fruits	2.5422027824340283
psoriasis	2.8432327780980096
kempner	2.8432327780980096
adverse effects	2.5422027824340283
neurotoxin	2.8432327780980096
standard american diet	2.8432327780980096
u.s	2.5422027824340283
gum	2.8432327780980096
bacterium	2.144262773761991
industrial toxins	2.5422027824340283
penicillin	2.8432327780980096
billion dollar	2.5422027824340283
neurotoxic	2.5422027824340283
woman	2.8432327780980096
saffron	2.8432327780980096
family vegetables	2.5422027824340283
veggie burgers	2.8432327780980096
inflammatory diseases	2.0650815277143657
outpouching	2.5422027824340283
cell	2.8432327780980096
foodborne pathogens	2.5422027824340283
omega-3	2.5422027824340283
inflammation	2.144262773761991
fat soluble	2.366111523378347
syndrome	2.5422027824340283
cholesterol-lowering	2.8432327780980096
viagra	2.8432327780980096
cashew	2.8432327780980096
superbug	2.5422027824340283
steroid hormones	2.5422027824340283
antiangiogenesis	2.8432327780980096
tea drinking	2.8432327780980096
currant	2.8432327780980096
phytonutrient-rich	2.5422027824340283
fat intake	2.8432327780980096
product	2.366111523378347
bread	2.8432327780980096
alkylphenol	2.8432327780980096
vinegar	2.8432327780980096
saturated fat	2.8432327780980096
health	2.241172786770047
breast fed	2.366111523378347
trigger	2.8432327780980096
zeaxanthin	2.8432327780980096
bacon	2.8432327780980096
meat glue	2.8432327780980096
acne	2.8432327780980096
zeranol	2.8432327780980096
carcinoma	2.5422027824340283
coronary heart disease	2.8432327780980096
ear infections	2.8432327780980096
kale	2.5422027824340283
nutmeg	2.8432327780980096
prediabete	2.8432327780980096
leukemia	2.5422027824340283
estrogen	2.8432327780980096
spinach	2.8432327780980096
healthiest nuts	2.8432327780980096
shake	2.5422027824340283
bmaa	2.5422027824340283
hibiscus tea	2.8432327780980096
anisakis	2.8432327780980096
leading killer	2.8432327780980096
sign	2.5422027824340283
gmo soy	2.8432327780980096
diverticulosis	2.8432327780980096
polychlorinated biphenyls	2.8432327780980096
breastmilk	2.5422027824340283
perfluorochemical	2.5422027824340283
fine	2.5422027824340283
scurvy	2.8432327780980096
plant foods	2.144262773761991
stress hormone	2.5422027824340283
grain	2.8432327780980096
soy	2.8432327780980096
chronic	2.241172786770047
putrescine	2.8432327780980096
avocado	2.8432327780980096
formaldehyde	2.8432327780980096
heroin	2.8432327780980096
rosmarinic acid	2.8432327780980096
feeling	2.5422027824340283
streak	2.8432327780980096
respiratory infections	2.5422027824340283
sugar water	2.8432327780980096
heart	2.8432327780980096
fatty foods	2.8432327780980096
eating meat	2.8432327780980096
statin drugs	2.5422027824340283
mutagenic	2.5422027824340283
american diet	2.8432327780980096
brain diseases	2.366111523378347
ginger	2.8432327780980096
plant fat	2.8432327780980096
heart-healthy	2.0650815277143657
cadmium	2.8432327780980096
hexachlorobenzene	2.8432327780980096
splenda	2.8432327780980096
acidic	2.366111523378347
milk protein	2.5422027824340283
chicken	2.5422027824340283
potassium	2.8432327780980096
asbestos	2.8432327780980096
candy	2.8432327780980096
glyburide	2.8432327780980096
patulin	2.8432327780980096
dna damage	2.366111523378347
recipe	2.5422027824340283
sour	2.5422027824340283
sorbitol	2.8432327780980096
bloat	2.8432327780980096
neurodegenerative diseases	2.366111523378347
premarin	2.8432327780980096
bpa	2.8432327780980096
pancreatic cancer	2.8432327780980096
toxin	2.0650815277143657
adrenaline	2.8432327780980096
prozac	2.8432327780980096
dental x-rays	2.8432327780980096
muscle	2.8432327780980096
smoking	2.8432327780980096
growth hormone	2.5422027824340283
chlorhexidine	2.8432327780980096
flavonoid	2.8432327780980096
resveratrol	2.8432327780980096
beta	2.5422027824340283
food poisoning	2.366111523378347
garlic	2.8432327780980096
poultry	2.241172786770047
ballooning bulges	2.5422027824340283
colon cancer	2.8432327780980096
carcinogen	2.366111523378347
whole grains	2.144262773761991
stress hormones	2.5422027824340283
risk factor	2.241172786770047
processed foods	2.5422027824340283
autism	2.8432327780980096
citrus	2.8432327780980096
orange	2.8432327780980096
prostate cancer	2.8432327780980096
fatter	2.5422027824340283
lifestyle medicine	2.366111523378347
radiation	2.366111523378347
persistent organic pollutants	2.241172786770047
parkinson	2.5422027824340283
plant protein	2.8432327780980096
liver cancer	2.8432327780980096
animal proteins	2.241172786770047
abdominal aortic aneurysms	2.8432327780980096
cholesterol-lowering drugs	2.8432327780980096
breast	2.8432327780980096
goji berries	2.8432327780980096
specialty	2.8432327780980096
acrylamide	2.8432327780980096
salad	2.8432327780980096
calcium supplements	2.8432327780980096
trash chute	2.5422027824340283
fruit juices	2.366111523378347
tum	2.8432327780980096
herbal tea	2.8432327780980096
b-cell	2.8432327780980096
cheese	2.366111523378347
happier	2.8432327780980096
industrial carcinogens	2.5422027824340283
excess cholesterol	2.8432327780980096
serotonin	2.8432327780980096
atopic disease	2.5422027824340283
benadryl	2.8432327780980096
cake	2.8432327780980096
healthy food	2.5422027824340283
protein	2.0650815277143657
side effects	2.0650815277143657
cholesterol	2.8432327780980096
daily diet	2.8432327780980096
worker	2.8432327780980096
breastfed infants	2.8432327780980096
mushroom	2.8432327780980096
microparticle	2.5422027824340283
boil	2.8432327780980096
tamoxifen	2.8432327780980096
antioxidant	2.144262773761991
red onions	2.8432327780980096
citrus fruits	2.8432327780980096
heterocyclic amines	2.5422027824340283
monsanto	2.8432327780980096
beta-carotene	2.8432327780980096
pregnancy	2.5422027824340283
pigment	2.241172786770047
casein	2.8432327780980096
asthma	2.8432327780980096
alfalfa sprouts	2.8432327780980096
canola	2.8432327780980096
apple juice	2.5422027824340283
turkey	2.8432327780980096
boost	2.8432327780980096
crystallize	2.5422027824340283
acid-forming	2.5422027824340283
insulin	2.366111523378347
seed	2.366111523378347
osteoarthritis	2.8432327780980096
jogging	2.8432327780980096
anti-inflammatory drugs	2.366111523378347
teens	2.8432327780980096
western diseases	2.366111523378347
meat substitutes	2.5422027824340283
cute	2.5422027824340283
sun	2.8432327780980096
erectile dysfunction	2.8432327780980096
pop	2.5422027824340283
ornish	2.8432327780980096
mcdonald	2.8432327780980096
defense	2.5422027824340283
fibromyalgia	2.8432327780980096
beverage	2.241172786770047
tetrahydroisoquinoline	2.8432327780980096
low-calorie diets	2.8432327780980096
aspirin	2.8432327780980096
iodine	2.366111523378347
potato chips	2.8432327780980096
tumor suppressor gene	2.5422027824340283
teenager	2.8432327780980096
sleeping pills	2.5422027824340283
star	2.5422027824340283
poison	2.5422027824340283
cataract	2.5422027824340283
chronic diseases	2.366111523378347
top killers	2.366111523378347
multiple sclerosis	2.8432327780980096
multidrug-resistant bacteria	2.5422027824340283
split peas	2.8432327780980096
green tea	2.8432327780980096
ibd	2.8432327780980096
pancreatic enzymes	2.8432327780980096
raisin	2.8432327780980096
nitrosamine	2.8432327780980096
dioxin	2.8432327780980096
back pain	2.5422027824340283
bug	2.366111523378347
fish	2.0650815277143657
titanium dioxide	2.8432327780980096
processed meat	2.5422027824340283
anthocyanin	2.8432327780980096
chart	2.366111523378347
dopamine	2.8432327780980096
mrsa	2.8432327780980096
lactic acid	2.8432327780980096
antibiotic	2.8432327780980096
treat	2.366111523378347
berry	2.8432327780980096
urine	2.8432327780980096
glaucoma	2.8432327780980096
lie	2.8432327780980096
fosamax	2.8432327780980096
sulfite	2.8432327780980096
cured meats	2.366111523378347
smell	2.144262773761991
zero	2.144262773761991
campylobacter	2.8432327780980096
fatty	2.8432327780980096
ham	2.8432327780980096
endostatin	2.8432327780980096
grapefruit	2.8432327780980096
longevity	2.8432327780980096
california	2.5422027824340283
tobacco	2.8432327780980096
diet high	2.5422027824340283
baking soda	2.8432327780980096
diverticula	2.8432327780980096
leading killers	2.8432327780980096
kiwifruit	2.8432327780980096
brush	2.5422027824340283
preservative	2.366111523378347
nicotine	2.8432327780980096
coronary	2.8432327780980096
herbal teas	2.5422027824340283
blueberry	2.8432327780980096
antacid	2.8432327780980096
insulin-like growth	2.8432327780980096
coronary artery	2.8432327780980096
galactose	2.8432327780980096
prebiotic	2.241172786770047
sun-dried	2.8432327780980096
lutein	2.8432327780980096
bleed	2.8432327780980096
nausea	2.5422027824340283
myelopathy	2.8432327780980096
hunger	2.8432327780980096
bt corn	2.8432327780980096
rhubarb	2.8432327780980096
multibillion	2.5422027824340283
bok choy	2.8432327780980096
psa	2.8432327780980096
flax seeds	2.366111523378347
blind	2.5422027824340283
memory	2.8432327780980096
sweet potatoes	2.8432327780980096
gingivitis	2.8432327780980096
multivitamin	2.8432327780980096
table sugar	2.8432327780980096
snack	2.8432327780980096
kid	2.8432327780980096
broccoli	2.8432327780980096
video	2.366111523378347
nitrate	2.5422027824340283
poisonous	2.5422027824340283
apple	2.8432327780980096
pizza	2.5422027824340283
hibiscus	2.5422027824340283
beta-carboline alkaloids	2.8432327780980096
overweight	2.0650815277143657
pain	2.5422027824340283
calcium	2.366111523378347
green	2.241172786770047
cooked meat	2.5422027824340283
bioequivalent	2.5422027824340283
breast milk	2.5422027824340283
fructose	2.5422027824340283
bone	2.8432327780980096
plant-based diet	2.144262773761991
stone	2.8432327780980096
parasite	2.5422027824340283
gluten sensitivity	2.8432327780980096
colon	2.8432327780980096
cranberry	2.8432327780980096
risk	2.366111523378347
turmeric	2.5422027824340283
prostate	2.8432327780980096
melatonin	2.8432327780980096
rye	2.8432327780980096
iga	2.8432327780980096
dietary guidelines	2.8432327780980096
igf	2.5422027824340283
tissue	2.5422027824340283
neurotoxic chemical	2.5422027824340283
salicylic acid	2.8432327780980096
mom	2.8432327780980096
infant	2.8432327780980096
brain parasites	2.5422027824340283
hen	2.5422027824340283
sciatica	2.8432327780980096
fat	2.366111523378347
garbanzo bean	2.8432327780980096
lovastatin	2.8432327780980096
star anise	2.8432327780980096
steroid	2.5422027824340283
curcumin	2.8432327780980096
carb	2.241172786770047
arugula	2.8432327780980096
antibody	2.5422027824340283
phthalate	2.8432327780980096
